trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
249,False,"{'a': 0.9, 'e': 0.4685921963193213}",20,7,19.927076089257906,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.9, 'e': 0.46716211127970264}",25,12,26.472785749455376,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.9, 'e': 0.4657363906815676}",20,10,14.80663369025418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.9, 'e': 0.4643150212051842}",25,15,18.299258829289638,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.9, 'e': 0.4628979895714706}",20,3,27.271559258471143,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.9, 'e': 0.46148528254187116}",20,0,28.20645915107836,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.9, 'e': 0.4600768869182325}",25,10,27.56160550376465,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.9, 'e': 0.4586727895426805}",25,17,11.752148634877969,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.9, 'e': 0.45727297729749705}",30,13,26.80984199025324,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.9, 'e': 0.4558774371049979}",30,21,10.589305442548987,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.9, 'e': 0.4544861559274101}",20,12,14.410788910768712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.9, 'e': 0.45309912076675046}",20,10,16.47283765485696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.9, 'e': 0.45171631866470396}",30,17,14.368704762093587,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.9, 'e': 0.4503377367025028}",20,10,18.581456940430392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.9, 'e': 0.44896336200080555}",25,10,23.458088210783373,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.9, 'e': 0.44759318171957707}",20,13,12.31030382970931,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.9, 'e': 0.4462271830579683}",25,14,14.26981815192064,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.9, 'e': 0.44486535325419674}",25,7,18.664214750045073,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.9, 'e': 0.4435076795854274}",25,13,-19.502633395552117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
268,False,"{'a': 0.9, 'e': 0.44215414936765374}",30,12,19.035889667971045,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.9, 'e': 0.4408047499555791}",25,11,-13.510745831555953,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
270,False,"{'a': 0.9, 'e': 0.439459468742499}",25,0,32.53428917174084,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.9, 'e': 0.43811829316018264}",30,20,17.528617610980277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.9, 'e': 0.43678121067875625}",25,18,12.75094195005543,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.9, 'e': 0.4354482088065855}",25,20,7.549438396918038,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.9, 'e': 0.4341192750901591}",30,20,20.299279007871128,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.9, 'e': 0.4327943971139721}",30,20,20.23595396873809,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.9, 'e': 0.4314735625004103}",20,7,25.35843250660837,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.9, 'e': 0.4301567589096344}",20,9,17.11784341631933,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.9, 'e': 0.4288439740394648}",20,10,15.262298657079727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.9, 'e': 0.4275351956252665}",25,11,31.117052871739485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.9, 'e': 0.4262304114398348}",25,7,33.258450488961586,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.9, 'e': 0.4249296092932808}",25,8,29.792063661783317,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.9, 'e': 0.4236327770329175}",25,6,29.046128216580783,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.9, 'e': 0.4223399025431467}",25,8,19.643270929669026,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.9, 'e': 0.4210509737453453}",30,18,-22.60421037962532,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.9, 'e': 0.41976597859775266}",20,10,18.437521370617947,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.9, 'e': 0.4184849050953581}",25,14,19.90020553333337,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.9, 'e': 0.41720774126978866}",20,10,17.801028927442335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.9, 'e': 0.4159344751891976}",30,7,35.0604118428395,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.9, 'e': 0.41466509495815257}",20,14,9.950053250599781,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.9, 'e': 0.41339958871752436}",35,15,34.160407833942344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.9, 'e': 0.41213794464437686}",20,2,21.917228418090673,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.9, 'e': 0.41088015095185554}",30,16,25.16073544162741,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.9, 'e': 0.4096261958890783}",25,17,12.397354973458514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.9, 'e': 0.408376067741025}",20,0,31.988589921245264,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.9, 'e': 0.40712975482842834}",25,15,17.8412059298659,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.9, 'e': 0.4058872455076649}",30,12,29.578426644376513,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.9, 'e': 0.40464852817064584}",25,0,33.01914966060233,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.9, 'e': 0.403413591244709}",30,11,33.53220451952898,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.9, 'e': 0.4021824231925104}",20,11,20.09115948248508,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.9, 'e': 0.40095501251191656}",25,11,28.098876845234063,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.9, 'e': 0.3997313477358974}",20,16,6.101857831840667,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.9, 'e': 0.3985114174324183}",30,12,34.72529601506012,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.9, 'e': 0.3972952102043343}",25,6,33.5114522874053,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.9, 'e': 0.39608271468928263}",25,13,23.31306520473271,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.9, 'e': 0.39487391955957724}",20,10,20.0674751479596,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.9, 'e': 0.3936688135221029}",20,12,15.017184846870064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.9, 'e': 0.3924673853182094}",20,7,22.768378228068684,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.9, 'e': 0.39126962372360663}",25,18,13.491326481656554,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.9, 'e': 0.39007551754825953}",25,2,38.294081036557806,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.9, 'e': 0.38888505563628356}",30,8,40.95716692411533,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.9, 'e': 0.38769822686584077}",20,14,11.108911463978645,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.9, 'e': 0.38651502014903544}",25,11,28.10007688446548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.9, 'e': 0.385335424431811}",20,0,29.065778294376376,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.9, 'e': 0.38415942869384634}",30,15,23.8048715513148,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.9, 'e': 0.38298702194845274}",20,13,12.931628180017048,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.9, 'e': 0.38181819324247196}",25,18,9.413417481714047,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.9, 'e': 0.38065293165617303}",25,14,22.640660436101182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.9, 'e': 0.379491226303151}",20,10,15.413297153266914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.9, 'e': 0.3783330663302247}",25,12,24.38820973027476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.9, 'e': 0.3771784409173352}",25,6,31.5816804948834,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.9, 'e': 0.37602733927744575}",20,6,22.868084848861844,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.9, 'e': 0.3748797506564396}",20,11,11.939234238789103,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.9, 'e': 0.37373566433302063}",20,14,10.659438245445083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.9, 'e': 0.3725950696186128}",30,16,25.429353982252696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.9, 'e': 0.3714579558572598}",30,21,18.675690720186743,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.9, 'e': 0.37032431242552666}",25,15,-22.129649736772357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.9, 'e': 0.36919412873239926}",20,13,11.011662091259279,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.9, 'e': 0.3680673942191863}",25,3,33.50370908451783,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.3669440983594199}",20,5,25.25427553024624,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.9, 'e': 0.365824230658758}",20,8,21.721412229387514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.9, 'e': 0.364707780654886}",20,14,8.922179559999977,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.9, 'e': 0.3635947379174186}",20,9,23.500086955428763,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.9, 'e': 0.3624850920478031}",20,13,12.269950044168983,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.9, 'e': 0.3613788326792217}",20,3,29.787181437939324,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.9, 'e': 0.3602759494764949}",25,9,18.155642447139932,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.9, 'e': 0.35917643213598494}",20,16,8.298929152776012,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.9, 'e': 0.3580802703854992}",20,10,21.249184295552105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.9, 'e': 0.3569874539841949}",25,15,20.043959527709003,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.9, 'e': 0.35589797272248297}",25,13,-23.485442277301516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.9, 'e': 0.3548118164219323}",30,0,25.057296729098777,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
341,False,"{'a': 0.9, 'e': 0.35372897493517574}",20,12,15.809850431269027,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.9, 'e': 0.3526494381458141}",20,8,24.220144536959122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.9, 'e': 0.35157319596832254}",20,16,6.89992725836145,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.9, 'e': 0.35050023834795574}",35,24,21.91408312147891,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.9, 'e': 0.34943055526065425}",35,20,25.869506153006284,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.9, 'e': 0.348364136712951}",25,11,24.962501593938363,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.9, 'e': 0.34730097274187754}",25,5,29.974223321157588,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.9, 'e': 0.34624105341487116}",20,9,21.74338276670544,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.9, 'e': 0.3451843688296823}",25,19,9.75159764334538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.9, 'e': 0.3441309091142815}",25,0,36.928509937653146,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.9, 'e': 0.3430806644267679}",25,13,25.005837857102307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.9, 'e': 0.3420336249552764}",20,0,28.67558495501677,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.9, 'e': 0.3409897809178871}",25,3,35.81968533261533,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.9, 'e': 0.3399491225625328}",20,0,30.415782261010065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
355,False,"{'a': 0.9, 'e': 0.3389116401669085}",20,10,20.042739245574495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.9, 'e': 0.3378773240383807}",20,0,28.856643411099448,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.9, 'e': 0.3368461645138964}",20,8,20.0075782517059,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.9, 'e': 0.335818151959893}",25,13,19.37834182797566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.9, 'e': 0.3347932767722085}",25,11,23.06788126288002,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.9, 'e': 0.3337715293759914}",20,11,15.806080397940582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.9, 'e': 0.3327529002256118}",30,20,15.04284663656781,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.9, 'e': 0.3317373798045715}",20,12,12.524045192827344,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.9, 'e': 0.3307249586254157}",20,1,27.029378228472012,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.9, 'e': 0.329715627229644}",20,0,3.6197231463465047,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
365,False,"{'a': 0.9, 'e': 0.3287093761876221}",25,7,28.526829499584636,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.9, 'e': 0.32770619609849405}",30,24,10.855128726884207,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.9, 'e': 0.3267060775900939}",25,8,-10.549453621996793,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
368,False,"{'a': 0.9, 'e': 0.32570901131885854}",20,14,12.43026463023163,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.9, 'e': 0.32471498796974013}",20,9,18.869680639648422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.9, 'e': 0.3237239982561191}",20,3,25.384734763342344,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.9, 'e': 0.32273603291971775}",25,12,28.07829349374031,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.9, 'e': 0.3217510827305134}",25,8,34.29869537664384,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.9, 'e': 0.3207691384866522}",25,11,28.852870838467545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.9, 'e': 0.31979019101436323}",20,0,32.49527806661955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.9, 'e': 0.3188142311678727}",20,0,25.05049064526882,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.9, 'e': 0.3178412498293187}",20,0,33.023012152719126,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.9, 'e': 0.3168712379086659}",20,0,31.766443548559593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.9, 'e': 0.31590418634362055}",25,3,23.84400574217267,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.9, 'e': 0.3149400860995459}",25,15,17.07088131868453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.9, 'e': 0.3139789281693778}",20,2,30.645423836544722,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.9, 'e': 0.31302070357354056}",25,18,13.359199488203085,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.9, 'e': 0.31206540335986305}",20,8,23.256089180242018,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.9, 'e': 0.311113018603495}",30,0,54.49484316391901,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
384,False,"{'a': 0.9, 'e': 0.3101635404068238}",35,27,13.359796141697391,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.9, 'e': 0.309216959899391}",20,12,16.881545518219447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.9, 'e': 0.3082732682378099}",30,16,26.17528319506486,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.9, 'e': 0.3073324566056827}",35,0,55.81656413975936,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
388,False,"{'a': 0.9, 'e': 0.306394516213518}",20,3,21.11729300627705,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.9, 'e': 0.305459438298649}",20,9,19.289417840893744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.9, 'e': 0.30452721412515127}",25,13,22.386658587027725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.9, 'e': 0.30359783498376164}",25,11,25.04245921869808,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.9, 'e': 0.30267129219179617}",20,15,3.9811346998058594,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.9, 'e': 0.30174757709306976}",25,10,28.413878418652217,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.9, 'e': 0.30082668105781446}",25,14,20.598078675200647,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.9, 'e': 0.29990859548259974}",30,18,12.138255450463928,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.9, 'e': 0.2989933117902515}",25,13,24.547356431481536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.9, 'e': 0.298080821429772}",30,15,28.158961263650514,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.9, 'e': 0.2971711158762602}",25,2,33.0594967766927,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.9, 'e': 0.296264186630832}",20,0,31.44100925089125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
400,False,"{'a': 0.9, 'e': 0.29536002522054067}",20,11,15.952551509420006,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.9, 'e': 0.29445862319829813}",20,12,-7.805164433088444,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
402,False,"{'a': 0.9, 'e': 0.29355997214279556}",25,15,17.25891439571157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.9, 'e': 0.29266406365842507}",25,16,16.44186388140539,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.9, 'e': 0.29177088937520096}",20,8,20.417427165359626,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.9, 'e': 0.29088044094868165}",25,10,29.11720045997237,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.9, 'e': 0.2899927100598921}",20,7,23.912743130849613,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.9, 'e': 0.2891076884152453}",20,16,6.738825348053206,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.9, 'e': 0.2882253677464657}",25,15,18.064075428887485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.9, 'e': 0.28734573981051104}",20,6,21.274186347971668,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.9, 'e': 0.286468796389496}",20,13,7.897549853119319,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.9, 'e': 0.2855945292906154}",30,0,46.32703024448347,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.9, 'e': 0.2847229303460671}",25,8,28.55252257485331,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.9, 'e': 0.28385399141297646}",20,6,26.799020184397424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.9, 'e': 0.28298770437331966}",20,8,21.75129946899456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.9, 'e': 0.282124061133848}",20,16,8.416499164337521,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.9, 'e': 0.2812630536260126}",20,1,31.737073490218418,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.9, 'e': 0.2804046738058887}",30,17,19.908824742566857,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.9, 'e': 0.27954891365410056}",20,8,22.041873939094145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.9, 'e': 0.27869576517574657}",20,9,22.6672423367207,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.9, 'e': 0.2778452204003245}",35,13,-5.531951264672407,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
421,False,"{'a': 0.9, 'e': 0.2769972713816573}",25,18,10.375963355574568,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.9, 'e': 0.2761519101978185}",20,7,23.451450404170107,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.9, 'e': 0.27530912895105847}",20,9,21.261425047203886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.9, 'e': 0.2744689197677304}",20,6,-17.97858194649108,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
425,False,"{'a': 0.9, 'e': 0.2736312747982169}",20,13,15.427830499217134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.9, 'e': 0.2727961862168568}",20,12,13.011053246189599,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.9, 'e': 0.2719636462218716}",30,13,30.715425681078077,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.9, 'e': 0.2711336470352931}",20,11,12.242634297228026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.9, 'e': 0.2703061809028904}",30,20,15.588174341767655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.9, 'e': 0.26948124009409746}",20,15,9.844683151711857,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.9, 'e': 0.26865881690194116}",20,13,12.106336533776075,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.9, 'e': 0.2678389036429689}",20,14,12.147327992635491,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.9, 'e': 0.2670214926571772}",20,2,29.485457479719283,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.9, 'e': 0.26620657630793976}",30,4,42.243710908119766,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
