trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
435,False,"{'a': 0.9, 'e': 0.2653941469819365}",25,11,26.004193133338855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.9, 'e': 0.2645841970890821}",20,0,27.840449127185675,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
437,False,"{'a': 0.9, 'e': 0.26377671906245526}",25,15,19.70437578913158,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.9, 'e': 0.26297170535822817}",20,16,7.234982548935429,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.9, 'e': 0.2621691484555956}",20,3,25.684632077693763,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.9, 'e': 0.2613690408567049}",30,18,27.97041059260212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.9, 'e': 0.26057137508658623}",20,14,10.815866590152588,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.9, 'e': 0.259776143693082}",25,9,30.037299825590214,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.9, 'e': 0.258983339246778}",20,11,17.784488743953872,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.9, 'e': 0.25819295434093353}",20,13,13.557715037058806,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.9, 'e': 0.25740498159141223}",20,12,12.411852449499209,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.9, 'e': 0.25661941363661356}",30,10,33.164535726702574,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.9, 'e': 0.2558362431374032}",25,3,36.61254764527939,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.9, 'e': 0.25505546277704544}",25,14,18.579322381492805,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.9, 'e': 0.2542770652611339}",25,12,20.100615140070502,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.9, 'e': 0.2535010433175241}",20,7,22.71391591458862,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.9, 'e': 0.25272738969626507}",25,9,28.206387216201286,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.9, 'e': 0.251956097169532}",20,8,-12.579085905620813,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
453,False,"{'a': 0.9, 'e': 0.2511871585315584}",20,0,35.947890414571084,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
454,False,"{'a': 0.9, 'e': 0.25042056659856865}",20,8,18.527399013266642,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.9, 'e': 0.24965631420871148}",35,13,33.141228589690776,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.9, 'e': 0.24889439422199253}",25,17,15.114769541800039,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.9, 'e': 0.24813479952020773}",35,17,37.866764661756264,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.9, 'e': 0.24737752300687713}",25,11,23.400476490124756,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.9, 'e': 0.24662255760717808}",30,12,35.40827599996912,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.9, 'e': 0.24586989626787953}",20,12,16.08855770037848,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.9, 'e': 0.2451195319572761}",30,12,32.98748509531271,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.9, 'e': 0.2443714576651221}",20,8,19.715095384097122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.9, 'e': 0.24362566640256642}",25,13,26.398813140015424,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.9, 'e': 0.24288215120208703}",20,0,30.047617774395896,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
465,False,"{'a': 0.9, 'e': 0.24214090511742573}",30,20,19.486477701209672,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.9, 'e': 0.2414019212235237}",20,1,29.73021051923005,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.9, 'e': 0.24066519261645627}",20,9,17.84420533561652,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.9, 'e': 0.23993071241336897}",30,6,33.9788886746417,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.9, 'e': 0.2391984737524127}",20,10,18.48510096508683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.9, 'e': 0.23846846979267994}",25,7,28.084895468495027,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.9, 'e': 0.2377406937141409}",20,0,19.85035751042518,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.9, 'e': 0.23701513871757945}",25,17,10.76821076677129,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.9, 'e': 0.23629179802453}",25,5,33.2954746141377,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.9, 'e': 0.23557066487721395}",25,14,19.833276975695885,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.9, 'e': 0.23485173253847655}",20,0,29.199918367432293,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
476,False,"{'a': 0.9, 'e': 0.23413499429172405}",30,0,49.40131589592446,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
477,False,"{'a': 0.9, 'e': 0.23342044344086085}",20,7,-20.762178233726782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
478,False,"{'a': 0.9, 'e': 0.23270807331022714}",20,0,29.92425180750814,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
479,False,"{'a': 0.9, 'e': 0.23199787724453624}",25,14,16.997136860221516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.9, 'e': 0.23128984860881255}",25,8,32.1044527468774,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.9, 'e': 0.23058398078832984}",25,13,23.14983228258779,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.9, 'e': 0.22988026718854887}",25,8,28.4046616099962,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.9, 'e': 0.2291787012350564}",30,12,33.78669661339978,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.9, 'e': 0.22847927637350327}",20,0,-15.8190664124448,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
485,False,"{'a': 0.9, 'e': 0.2277819860695435}",30,15,25.81408714048647,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.9, 'e': 0.22708682380877315}",30,18,21.803167515702558,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.9, 'e': 0.22639378309666924}",30,22,15.598721571620361,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.9, 'e': 0.2257028574585295}",20,8,25.52106953773605,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.9, 'e': 0.2250140404394115}",20,16,5.511664094059851,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.9, 'e': 0.22432732560407245}",25,14,23.411192483303427,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.9, 'e': 0.22364270653690935}",25,7,29.776442484950934,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.9, 'e': 0.22296017684189848}",30,6,37.75907678114739,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.9, 'e': 0.22227973014253635}",20,6,29.23359745817506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.9, 'e': 0.2216013600817795}",20,3,32.12270767459949,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.9, 'e': 0.22092506032198544}",20,6,16.896619681364214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.9, 'e': 0.22025082454485342}",25,12,21.5402202755018,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.9, 'e': 0.21957864645136538}",30,13,30.033048568617584,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.9, 'e': 0.21890851976172707}",25,14,20.154663314918494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.9, 'e': 0.21824043821530928}",25,16,16.55815827459367,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.9, 'e': 0.21757439557058952}",25,17,13.129494236143225,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.9, 'e': 0.21691038560509374}",30,17,21.1910548523445,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.9, 'e': 0.21624840211533797}",30,12,32.64547865050345,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.9, 'e': 0.21558843891677062}",20,13,13.43882945908239,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.9, 'e': 0.21493048984371452}",20,15,8.679740109160235,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.9, 'e': 0.21427454874930932}",30,20,15.772494061320474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.9, 'e': 0.21362060950545428}",30,22,13.653015362341522,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.9, 'e': 0.21296866600275066}",25,3,35.511026712913264,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.9, 'e': 0.212318712150445}",30,24,8.329790118082222,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.9, 'e': 0.2116707418763721}",20,13,11.776577910537174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.9, 'e': 0.21102474912689803}",20,16,9.000508272703769,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.9, 'e': 0.21038072786686404}",20,11,14.051661575986413,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.9, 'e': 0.20973867207952973}",20,12,13.099173586119603,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.9, 'e': 0.20909857576651725}",35,19,32.38713762978635,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.9, 'e': 0.20846043294775485}",30,12,30.714904113054423,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.9, 'e': 0.20782423766142127}",25,0,41.11509796233093,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
516,False,"{'a': 0.9, 'e': 0.20718998396389016}",20,0,30.40931835006746,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
517,False,"{'a': 0.9, 'e': 0.20655766592967412}",25,17,13.434373210794053,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.9, 'e': 0.20592727765136978}",20,14,8.47969102270365,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.9, 'e': 0.2052988132396023}",30,18,26.02030242769194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.9, 'e': 0.2046722668229706}",25,20,9.045338239016916,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.9, 'e': 0.20404763254799238}",20,16,7.22129818335783,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.9, 'e': 0.20342490457904927}",20,10,18.193666844700623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.9, 'e': 0.20280407709833273}",25,14,20.834054768331452,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.9, 'e': 0.20218514430578927}",25,16,16.239128242259216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.9, 'e': 0.2015681004190664}",25,7,30.400644096124182,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.9, 'e': 0.20095293967345887}",20,10,8.593090156747627,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.9, 'e': 0.20033965632185435}",35,23,20.731522755850808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.9, 'e': 0.1997282446346802}",30,16,23.243614259546796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.9, 'e': 0.1991186988998496}",20,6,24.891361101015995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.9, 'e': 0.1985110134227082}",20,3,29.09741737266493,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.9, 'e': 0.19790518252598127}",25,15,21.313943290842488,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.9, 'e': 0.19730120054972025}",20,9,21.512716886263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.9, 'e': 0.19669906185125013}",30,10,30.6328044907455,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.9, 'e': 0.1960987608051166}",20,7,18.21308101309782,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.9, 'e': 0.19550029180303344}",20,4,28.742070811976077,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.9, 'e': 0.1949036492538304}",30,14,33.06487884555646,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.9, 'e': 0.19430882758340065}",20,14,11.258558406066566,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.9, 'e': 0.19371582123464892}",25,14,6.630587020816806,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.9, 'e': 0.19312462466743946}",25,3,38.62855455502497,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.9, 'e': 0.1925352323585443}",20,11,16.053308640341882,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.9, 'e': 0.19194763880159174}",20,0,34.548351577497975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
542,False,"{'a': 0.9, 'e': 0.19136183850701483}",20,10,14.814282075493644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.9, 'e': 0.19077782600200008}",20,12,16.859797227009448,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.9, 'e': 0.1901955958304363}",20,7,20.100075440964766,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.9, 'e': 0.1896151425528637}",20,10,16.501853389428003,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.9, 'e': 0.18903646074642316}",20,6,26.067869278188795,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.9, 'e': 0.18845954500480522}",25,8,28.14321853071108,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.9, 'e': 0.1878843899382}",20,16,9.24940360389119,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.9, 'e': 0.1873109901732466}",30,19,21.084218926163004,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.9, 'e': 0.1867393403529828}",20,10,15.145179957668542,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.9, 'e': 0.18616943513679549}",20,5,21.671722013037773,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.9, 'e': 0.18560126920037007}",30,23,10.716428108141011,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.9, 'e': 0.18503483723564132}",20,5,23.95492661863724,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.9, 'e': 0.18447013395074358}",25,20,9.969229125741146,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.9, 'e': 0.18390715406996114}",25,11,25.81071867675712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.9, 'e': 0.1833458923336793}",20,9,18.938944568781743,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.9, 'e': 0.1827863434983349}",25,8,30.919327500149727,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.9, 'e': 0.18222850233636761}",20,0,11.596043939790935,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
559,False,"{'a': 0.9, 'e': 0.18167236363617087}",30,15,23.293910330292153,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.9, 'e': 0.1811179222020433}",20,11,14.718306566082376,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.9, 'e': 0.18056517285414025}",25,7,28.881953377857428,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.9, 'e': 0.18001411042842516}",25,7,25.248894473755083,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.9, 'e': 0.17946472977662162}",20,0,28.071216352240175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
564,False,"{'a': 0.9, 'e': 0.178917025766165}",20,16,8.558887223111151,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.9, 'e': 0.17837099328015465}",20,16,10.85442803484936,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.9, 'e': 0.17782662721730616}",30,22,13.150103978828101,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.9, 'e': 0.17728392249190345}",25,7,30.731065498653255,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.9, 'e': 0.17674287403375152}",30,17,19.106652974619845,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.9, 'e': 0.17620347678812892}",35,18,30.70345008751922,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.9, 'e': 0.1756657257157406}",25,18,8.166011526685248,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.9, 'e': 0.17512961579267083}",20,10,16.675936290818772,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.9, 'e': 0.17459514201033624}",25,9,25.211874619689812,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.9, 'e': 0.17406229937543888}",20,6,25.506287961073106,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.9, 'e': 0.1735310829099201}",20,10,14.766022289086305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.9, 'e': 0.17300148765091325}",35,27,17.745278692578946,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.9, 'e': 0.17247350865069797}",30,19,18.344804399222692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.9, 'e': 0.17194714097665367}",30,19,17.84301400843745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.9, 'e': 0.1714223797112134}",20,13,11.0834145113425,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.9, 'e': 0.1708992199518183}",25,15,13.455866500465472,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.9, 'e': 0.17037765681087122}",20,12,14.014384748280625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.9, 'e': 0.16985768541569143}",25,11,27.41226348674422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.9, 'e': 0.16933930090846908}",20,16,7.273502821862376,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.9, 'e': 0.16882249844621958}",25,16,16.047913605756968,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.9, 'e': 0.16830727320073882}",25,5,23.20921297833974,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.9, 'e': 0.16779362035855752}",30,21,17.886029409566383,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.9, 'e': 0.1672815351208966}",20,8,20.70038037237844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.9, 'e': 0.1667710127036222}",20,12,14.15414871963521,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.9, 'e': 0.16626204833720112}",35,13,37.34389628265123,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.9, 'e': 0.16575463726665615}",20,12,10.047398181222341,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.9, 'e': 0.16524877475152172}",20,14,10.348831849770644,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.9, 'e': 0.16474445606579943}",20,1,30.421397584928762,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.9, 'e': 0.1642416764979142}",20,6,26.82037766125158,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.9, 'e': 0.16374043135066996}",25,18,10.243655276470689,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.9, 'e': 0.16324071594120604}",30,16,27.28995973499574,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.9, 'e': 0.16274252560095315}",20,8,25.78837835071302,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.9, 'e': 0.16224585567559}",20,11,8.804499424557504,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.9, 'e': 0.1617507015249995}",25,17,11.418078979534066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.9, 'e': 0.16125705852322594}",20,16,9.530254841723451,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.9, 'e': 0.16076492205843118}",20,14,10.398811007974025,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.9, 'e': 0.16027428753285203}",20,6,19.832794511139667,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.9, 'e': 0.15978515036275695}",20,6,21.18779795011463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.9, 'e': 0.15929750597840342}",35,19,19.177386890495676,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
603,False,"{'a': 0.9, 'e': 0.15881134982399517}",20,0,29.6674178230496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.9, 'e': 0.15832667735763983}",20,13,13.0183278843733,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.9, 'e': 0.15784348405130616}",30,13,29.612096476431557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.9, 'e': 0.1573617653907819}",25,17,18.371624170442722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.9, 'e': 0.15688151687563165}",25,10,29.444519237149454,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.9, 'e': 0.15640273401915472}",30,17,24.854349196829872,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.9, 'e': 0.15592541234834348}",30,12,32.66766838933845,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.9, 'e': 0.15544954740384107}",30,13,35.85033935552641,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.9, 'e': 0.15497513473990024}",30,3,38.088397622791504,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.9, 'e': 0.15450216992434151}",20,12,14.123723759185733,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.9, 'e': 0.15403064853851184}",20,0,28.130880673776506,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
614,False,"{'a': 0.9, 'e': 0.15356056617724353}",20,1,27.517195192313,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.9, 'e': 0.15309191844881273}",30,20,17.745635067504523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.9, 'e': 0.15262470097489864}",25,13,21.454317067634598,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.9, 'e': 0.15215890939054252}",25,13,18.31150620371425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.9, 'e': 0.15169453934410698}",20,9,18.36993327614169,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.9, 'e': 0.15123158649723537}",30,15,25.780623657080017,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.9, 'e': 0.150770046524811}",25,10,25.43446140460778,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
